Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Round,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Rev.,Weight_Class,Gender,Fighting Style
Yuki 'No Nickname' Sasaki,Yuki Sasaki,No Nickname,6.2,185.0,Orthodox,25,22,2,False,3.0,0.0,26.0,0.0,0.0,277.0,0.39,0.33,0.5,1.0,0.39,0.4,0.0,0.0,0.0,Middleweight,Male,Hybrid
Yuta 'Ulka' Sasaki,Yuta Sasaki,Ulka,5.1,125.0,Southpaw,21,6,2,False,1.78,0.0,15.44,1.44,0.56,69.44,0.43,0.36,0.58,0.48,0.37,0.37,0.45,0.22,0.22,Flyweight,Male,Wrestler
Paul 'No Nickname' Sass,Paul Sass,No Nickname,6.0,155.0,Orthodox,14,2,0,False,1.4,0.0,3.0,0.2,2.8,180.6,0.5,0.43,0.6,0.6,0.46,0.0,0.46,1.2,0.0,Lightweight,Male,Wrestler
Takenori 'No Nickname' Sato,Takenori Sato,No Nickname,5.1,170.0,Southpaw,19,11,7,False,1.0,0.0,0.5,0.0,0.0,1.0,0.33,0.0,0.0,0.25,0.16,0.0,0.0,0.0,0.0,Welterweight,Male,No Clear Style
Takashi 'Ten' Sato,Takashi Sato,Ten,5.1,170.0,Southpaw,16,7,0,False,2.14,0.29,18.71,0.43,0.0,107.29,0.45,0.33,0.58,0.56,0.39,0.23,0.22,0.0,0.29,Welterweight,Male,Hybrid
Uran 'Gorilla' Satybaldiev,Uran Satybaldiev,Gorilla,6.4,205.0,Orthodox,9,1,0,False,2.0,0.5,19.0,0.0,1.0,45.0,0.24,0.2,0.5,0.86,0.24,0.5,0.0,1.0,0.5,Light Heavyweight,Male,Hybrid
Townsend 'No Nickname' Saunders,Townsend Saunders,No Nickname,5.5,170.0,Orthodox,0,2,0,False,2.0,0.0,23.5,1.0,0.0,174.708,0.46,0.28,0.88,0.46,0.22,0.82,0.14,0.0,0.5,Lightweight,Male,Hybrid
Ben 'Killa B' Saunders,Ben Saunders,Killa B,6.2,170.0,Orthodox,22,13,2,False,1.95,0.16,25.58,0.11,0.68,159.84,0.55,0.41,0.7,0.58,0.48,0.48,0.52,0.63,0.0,Welterweight,Male,Wrestler
Chris 'The So Cal Kid' Saunders,Chris Saunders,The So Cal Kid,5.8,155.0,Orthodox,16,8,0,False,1.0,0.0,6.0,1.0,0.0,36.0,0.22,0.07,0.0,0.42,0.22,0.0,0.0,0.0,0.0,Lightweight,Male,No Clear Style
Matt 'No Nickname' Sayles,Matt Sayles,No Nickname,5.7,155.0,Orthodox,8,4,0,False,2.25,0.0,41.75,0.25,0.5,76.0,0.39,0.32,0.53,0.22,0.26,0.28,0.25,1.25,0.0,Featherweight,Male,Hybrid
Mark 'No Nickname' Scanlon,Mark Scanlon,No Nickname,5.9,170.0,Orthodox,9,2,0,False,3.0,0.0,33.0,3.0,2.0,196.0,0.35,0.34,0.29,0.75,0.33,0.33,0.67,2.0,1.0,Welterweight,Male,Wrestler
Eric 'Red' Schafer,Eric Schafer,Red,6.3,185.0,Orthodox,14,8,2,False,1.89,0.0,15.67,1.0,1.0,162.44,0.53,0.44,0.65,0.49,0.24,0.57,0.68,1.0,0.33,Light Heavyweight,Male,Wrestler
Kerry 'Meat Truck' Schall,Kerry Schall,Meat Truck,6.2,265.0,Orthodox,24,13,0,False,2.0,0.0,8.0,0.0,0.0,0.0,0.11,0.11,0.0,1.0,0.12,0.0,0.0,0.0,0.0,Heavyweight,Male,No Clear Style
Brendan 'Big Brown' Schaub,Brendan Schaub,Big Brown,6.4,245.0,Orthodox,10,5,0,False,1.73,0.36,20.64,1.09,0.18,105.91,0.46,0.45,0.55,0.1,0.35,0.64,0.49,0.18,0.09,Heavyweight,Male,Hybrid
Fabiano 'Pegaleve' Scherner,Fabiano Scherner,Pegaleve,6.3,257.0,Orthodox,11,10,0,False,2.0,0.0,9.0,0.5,0.0,57.0,0.32,0.3,0.45,0.16,0.28,0.4,0.4,0.0,0.5,Heavyweight,Male,Hybrid
Samy 'No Nickname' Schiavo,Samy Schiavo,No Nickname,5.8,155.0,Orthodox,10,6,0,False,2.0,0.0,13.5,0.5,0.5,159.5,0.3,0.26,0.16,0.5,0.25,0.34,0.22,0.5,0.0,Lightweight,Male,Hybrid
Pat 'Thrilling' Schilling,Pat Schilling,Thrilling,5.8,145.0,Orthodox,5,2,0,False,2.0,0.0,15.5,0.0,0.0,30.5,0.41,0.35,0.25,1.0,0.41,0.0,0.0,0.0,0.0,Featherweight,Male,Hybrid
Semmy 'Hightower' Schilt,Semmy Schilt,Hightower,6.1,265.0,Orthodox,26,14,1,False,1.5,1.0,8.0,0.0,0.0,27.0,0.78,0.18,0.44,0.84,0.78,0.25,0.5,0.0,0.0,Heavyweight,Male,Striker
Matt 'Danger' Schnell,Matt Schnell,Danger,5.8,125.0,Orthodox,17,9,0,False,1.93,0.07,33.47,0.27,0.67,39.13,0.46,0.4,0.63,0.69,0.41,0.39,0.27,0.53,0.13,Flyweight,Male,Hybrid
Alex 'No Nickname' Schoenauer,Alex Schoenauer,No Nickname,6.3,185.0,Orthodox,15,10,0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Middleweight,Male,No Clear Style
Darrill 'The Boss' Schoonover,Darrill Schoonover,The Boss,6.2,220.0,Orthodox,14,8,0,False,3.0,0.0,16.0,0.0,1.0,126.0,0.33,0.37,0.22,0.25,0.18,0.64,1.0,1.0,1.0,Heavyweight,Male,Wrestler
Nate 'No Nickname' Schroeder,Nate Schroeder,No Nickname,6.1,230.0,Orthodox,11,10,0,False,2.0,0.0,9.0,1.0,0.0,210.0,0.5,0.0,1.0,0.46,0.36,1.0,0.0,0.0,1.0,Heavyweight,Male,Hybrid
Mark 'No Nickname' Schultz,Mark Schultz,No Nickname,5.9,200.0,Orthodox,1,1,0,False,1.0,0.0,8.0,3.0,0.0,71.556,0.27,0.26,1.0,0.0,0.5,0.0,0.26,0.0,0.0,Open Weight,Male,Hybrid
Justin 'No Nickname' Scoggins,Justin Scoggins,No Nickname,5.7,125.0,Southpaw,11,5,0,False,2.44,0.11,39.89,2.56,0.33,111.33,0.46,0.37,0.6,0.6,0.4,0.54,0.53,0.22,0.33,Flyweight,Male,Striker
Brad 'Bear' Scott,Brad Scott,Bear,6.1,170.0,Orthodox,11,6,0,False,2.38,0.25,40.88,0.25,0.5,140.38,0.46,0.36,0.61,0.79,0.4,0.54,0.76,0.38,0.0,Middleweight,Male,Striker
Zachary 'No Nickname' Scroggin,Zachary Scroggin,No Nickname,6.3,170.0,Orthodox,7,1,0,False,1.0,0.0,3.0,0.0,0.0,0.0,0.37,0.2,0.0,0.67,0.38,0.0,0.0,0.0,0.0,Welterweight,Male,No Clear Style
Neil '2Tap' Seery,Neil Seery,2Tap,5.4,125.0,Orthodox,16,13,0,False,2.86,0.29,49.14,0.71,1.43,154.43,0.42,0.38,0.52,0.56,0.37,0.61,0.5,1.71,0.43,Flyweight,Male,Wrestler
Stefan 'No Nickname' Sekulic,Stefan Sekulic,No Nickname,6.0,170.0,Southpaw,12,4,0,False,3.0,0.0,27.5,2.0,0.5,129.0,0.5,0.32,0.52,0.94,0.5,0.25,0.5,0.5,0.0,Welterweight,Male,Striker
Pete 'Drago' Sell,Pete Sell,Drago,5.11,170.0,Orthodox,10,7,0,False,2.29,0.14,24.43,0.57,0.57,83.86,0.29,0.23,0.62,0.55,0.26,0.41,0.25,0.57,0.14,Welterweight,Male,Hybrid
Matthew 'Semi The Jedi' Semelsberger,Matthew Semelsberger,Semi The Jedi,6.1,170.0,Switch,11,8,0,False,2.45,0.91,40.82,0.73,0.27,96.09,0.49,0.42,0.61,0.76,0.5,0.5,0.43,0.27,0.09,Welterweight,Male,Striker
Andrei 'No Nickname' Semenov,Andrei Semenov,No Nickname,6.0,185.0,Orthodox,34,9,2,False,2.5,0.5,5.0,0.5,0.5,125.5,0.14,0.12,0.0,0.2,0.12,0.25,0.1,0.5,0.0,Middleweight,Male,No Clear Style
Mackens 'Da Menace' Semerzier,Mackens Semerzier,Da Menace,5.9,145.0,Orthodox,8,4,0,False,1.67,0.0,22.67,1.33,0.33,96.67,0.49,0.38,0.63,0.62,0.46,0.53,0.62,0.67,0.0,Featherweight,Male,Striker
Ivan 'No Nickname' Serati,Ivan Serati,No Nickname,6.0,205.0,Orthodox,12,4,0,False,1.0,0.0,3.0,0.0,0.0,0.0,0.27,0.2,0.0,1.0,0.25,0.29,0.0,0.0,0.0,Light Heavyweight,Male,No Clear Style
Matt 'The Terra' Serra,Matt Serra,The Terra,5.6,170.0,Orthodox,11,7,0,False,2.5,0.36,23.79,1.64,0.71,246.71,0.38,0.28,0.72,0.69,0.27,0.5,0.46,0.71,0.36,Welterweight,Male,Wrestler
Nick 'The Mad Monkey' Serra,Nick Serra,The Mad Monkey,5.9,170.0,Orthodox,7,3,0,False,3.0,0.0,0.0,1.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Welterweight,Male,No Clear Style
Adrian 'No Nickname' Serrano,Adrian Serrano,No Nickname,5.8,170.0,Orthodox,56,29,4,False,2.0,0.0,6.0,0.0,0.0,187.0,0.26,0.12,0.57,0.0,0.2,0.38,0.0,0.0,1.0,Welterweight,Male,No Clear Style
Fredy 'El Profe' Serrano,Fredy Serrano,El Profe,5.3,125.0,Orthodox,3,2,0,False,2.5,0.25,16.75,2.0,0.0,76.75,0.24,0.17,0.46,0.34,0.19,0.58,0.25,0.0,0.0,Flyweight,Male,Hybrid
Igor 'No Nickname' Severino,Igor Severino,No Nickname,5.7,125.0,Orthodox,8,1,0,False,2.0,0.0,36.0,5.0,0.0,24.0,0.51,0.4,0.67,1.0,0.52,0.5,0.0,2.0,0.0,Flyweight,Male,Striker
Dan 'The Beast' Severn,Dan Severn,The Beast,6.2,250.0,Southpaw,101,19,1,False,1.23,0.0,9.08,0.69,0.46,0.0,0.51,0.41,0.15,0.35,0.14,0.21,0.39,0.46,0.08,Open Weight,Male,Wrestler
Rosi 'The Surgeon' Sexton,Rosi Sexton,The Surgeon,5.3,135.0,Orthodox,13,5,0,False,3.0,0.0,61.0,1.0,0.0,232.5,0.57,0.55,0.94,1.0,0.53,0.5,1.0,0.0,0.5,Women's Bantamweight,Female,Striker
Rodrigo 'No Nickname' Sezinando,Rodrigo Sezinando,No Nickname,5.9,170.0,Orthodox,9,2,0,False,1.0,0.0,10.0,1.0,0.0,63.0,0.57,0.53,0.73,1.0,0.52,0.67,0.67,0.0,0.0,Welterweight,Male,Striker
Edmen 'The Golden Boy' Shahbazyan,Edmen Shahbazyan,The Golden Boy,6.2,185.0,Orthodox,15,5,0,False,2.0,0.46,29.08,0.92,0.23,77.92,0.5,0.44,0.76,0.53,0.43,0.53,0.46,0.85,0.08,Middleweight,Male,Striker
Don 'Shameless' Shainis,Don Shainis,Shameless,5.6,145.0,Orthodox,12,5,0,False,2.0,0.0,26.5,0.5,1.0,73.5,0.74,0.19,0.87,0.32,0.7,0.84,0.44,1.0,1.0,Featherweight,Male,Wrestler
Liliya 'No Nickname' Shakirova,Liliya Shakirova,No Nickname,5.4,125.0,Orthodox,8,2,0,False,2.0,0.0,23.0,0.0,0.0,29.0,0.3,0.16,0.41,0.69,0.31,0.0,0.0,0.0,0.0,Women's Flyweight,Female,Hybrid
Kamal 'Prince of Persia' Shalorus,Kamal Shalorus,Prince of Persia,5.8,155.0,Orthodox,9,5,2,False,2.33,0.0,13.67,0.33,0.0,139.67,0.27,0.22,0.83,0.25,0.2,0.58,0.55,0.33,0.0,Lightweight,Male,Hybrid
Ken 'The World's Most Dangerous Man' Shamrock,Ken Shamrock,The World's Most Dangerous Man,6.1,205.0,Orthodox,28,17,2,False,1.46,0.08,9.0,0.54,0.69,7.8,0.42,0.33,0.55,0.31,0.09,0.38,0.45,0.69,0.0,Heavyweight,Male,No Clear Style
Frank 'No Nickname' Shamrock,Frank Shamrock,No Nickname,5.1,185.0,Orthodox,23,10,2,False,1.8,0.4,15.4,0.2,1.8,13.0,0.68,0.62,0.49,0.53,0.56,0.44,0.75,1.8,1.0,Middleweight,Male,Wrestler
Sean 'The Smoke' Sharaf,Sean Sharaf,The Smoke,6.3,252.0,Orthodox,4,1,0,False,2.0,0.0,53.0,1.0,0.0,46.0,0.44,0.39,0.7,1.0,0.47,0.33,0.36,0.0,0.0,Heavyweight,Male,Striker
Eric 'Showtime' Shelton,Eric Shelton,Showtime,5.6,125.0,Orthodox,12,6,0,False,3.0,0.0,38.5,2.83,0.17,158.17,0.33,0.25,0.54,0.68,0.3,0.25,0.66,1.17,0.0,Flyweight,Male,Wrestler
Sean 'The Muscle Shark' Sherk,Sean Sherk,The Muscle Shark,5.6,155.0,Orthodox,36,4,1,False,3.17,0.0,34.58,4.17,0.33,436.42,0.47,0.41,0.7,0.79,0.25,0.6,0.46,0.33,0.25,Lightweight,Male,Wrestler
Chase 'The Vanilla Gorilla' Sherman,Chase Sherman,The Vanilla Gorilla,6.4,250.0,Orthodox,16,12,0,False,2.4,0.2,64.6,0.07,0.0,18.4,0.46,0.36,0.72,0.7,0.42,0.56,0.18,0.0,0.0,Heavyweight,Male,Hybrid
Valentina 'Bullet' Shevchenko,Valentina Shevchenko,Bullet,5.5,125.0,Southpaw,25,4,1,True,3.89,0.11,58.83,3.28,0.39,262.56,0.52,0.44,0.66,0.73,0.42,0.69,0.8,0.56,0.06,Women's Flyweight,Female,Wrestler
Antonina 'La Pantera' Shevchenko,Antonina Shevchenko,La Pantera,5.8,125.0,Southpaw,10,4,0,False,2.5,0.0,41.0,0.38,0.38,175.88,0.51,0.42,0.79,0.97,0.41,0.74,0.26,0.38,0.25,Women's Flyweight,Female,Striker
Shi 'No Nickname' Ming,Shi Ming,No Nickname,5.2,115.0,Orthodox,17,6,0,False,3.0,1.0,30.0,1.0,0.0,55.0,0.27,0.17,0.46,0.75,0.28,0.0,0.67,0.0,0.0,Women's Strawweight,Female,Hybrid
Jake 'No Nickname' Shields,Jake Shields,No Nickname,6.0,170.0,Orthodox,31,9,1,False,3.25,0.0,43.62,1.25,0.12,261.75,0.44,0.33,0.68,0.82,0.32,0.69,0.48,0.0,0.0,Welterweight,Male,Striker
Shunichi 'No Nickname' Shimizu,Shunichi Shimizu,No Nickname,5.5,135.0,Orthodox,30,18,11,False,3.0,0.0,2.0,0.0,0.0,108.0,0.33,0.0,0.0,0.67,0.33,0.0,0.0,0.0,1.0,Bantamweight,Male,No Clear Style
Wade 'The Nightmare' Shipp,Wade Shipp,The Nightmare,6.3,245.0,Orthodox,11,5,0,False,1.0,0.0,20.0,0.0,0.0,44.0,0.86,0.79,1.0,1.0,0.67,0.94,1.0,0.0,0.0,Heavyweight,Male,Striker
Josh 'No Nickname' Shockley,Josh Shockley,No Nickname,6.1,155.0,Orthodox,11,4,0,False,2.0,0.0,14.0,0.0,0.5,57.0,0.4,0.32,0.46,0.5,0.35,0.44,0.5,0.5,0.0,Lightweight,Male,Hybrid
Josh 'The War Hammer' Shockman,Josh Shockman,The War Hammer,6.4,235.0,Southpaw,6,3,0,False,3.0,0.0,13.0,0.0,0.0,26.0,0.32,0.05,0.29,0.91,0.33,0.0,0.0,0.0,0.0,Heavyweight,Male,No Clear Style
Liudvik 'Palmeyros' Sholinian,Liudvik Sholinian,Palmeyros,5.1,135.0,Orthodox,9,4,1,False,3.0,0.0,37.5,0.0,0.0,122.5,0.27,0.22,0.83,0.32,0.26,1.0,1.0,0.0,0.0,Bantamweight,Male,Striker
Jack 'Tank' Shore,Jack Shore,Tank,5.8,145.0,Orthodox,17,3,0,False,2.44,0.22,39.11,2.33,0.44,232.56,0.55,0.44,0.86,0.74,0.51,0.74,0.62,0.67,0.11,Featherweight,Male,Striker
Sam 'No Nickname' Sicilia,Sam Sicilia,No Nickname,5.8,145.0,Orthodox,15,8,0,False,2.08,0.08,21.25,0.83,0.5,122.17,0.38,0.33,0.44,0.76,0.33,0.43,0.18,0.5,0.08,Featherweight,Male,Hybrid
Serhiy 'No Nickname' Sidey,Serhiy Sidey,No Nickname,5.11,135.0,Switch,12,2,0,False,3.0,0.0,67.33,1.67,1.33,17.67,0.44,0.38,0.75,0.62,0.44,0.69,0.5,1.0,0.33,Bantamweight,Male,Wrestler
Steven 'Super' Siler,Steven Siler,Super,5.11,145.0,Orthodox,29,16,0,False,2.33,0.11,33.89,0.33,1.11,176.33,0.53,0.47,0.61,0.69,0.43,0.47,0.64,1.78,0.0,Featherweight,Male,Wrestler
Assuerio 'No Nickname' Silva,Assuerio Silva,No Nickname,5.1,241.0,Orthodox,16,8,0,False,2.33,0.0,19.33,2.33,0.0,177.67,0.5,0.21,0.89,0.86,0.48,0.64,0.67,0.0,0.0,Heavyweight,Male,Striker
Anderson 'The Spider' Silva,Anderson Silva,The Spider,6.2,185.0,Southpaw,34,11,0,False,2.52,0.72,33.28,0.12,0.24,39.32,0.61,0.52,0.64,0.63,0.54,0.63,0.56,0.32,0.04,Middleweight,Male,Striker
Wanderlei 'The Axe Murderer' Silva,Wanderlei Silva,The Axe Murderer,5.11,205.0,Orthodox,35,13,1,False,2.33,0.75,27.08,0.17,0.08,27.0,0.46,0.36,0.47,0.61,0.35,0.51,0.43,0.08,0.0,Light Heavyweight,Male,Hybrid
Thiago 'No Nickname' Silva,Thiago Silva,No Nickname,6.2,205.0,Orthodox,19,6,0,False,1.92,0.33,34.33,0.5,0.33,100.83,0.54,0.38,0.65,0.62,0.46,0.52,0.44,0.33,0.0,Light Heavyweight,Male,Striker
Jean 'White Bear' Silva,Jean Silva,White Bear,5.6,160.0,Orthodox,19,12,3,False,1.83,0.83,33.33,0.17,0.5,37.17,0.48,0.34,0.58,0.82,0.46,0.46,0.25,0.0,0.17,Featherweight,Male,Striker
Jay 'No Nickname' Silva,Jay Silva,No Nickname,6.2,185.0,Southpaw,10,11,1,False,3.0,0.0,17.0,0.0,1.0,63.0,0.35,0.32,0.69,0.0,0.34,0.36,0.38,1.0,0.5,Middleweight,Male,Wrestler
Antonio 'Bigfoot' Silva,Antonio Silva,Bigfoot,6.4,264.0,Orthodox,19,12,1,False,1.73,0.36,17.64,0.0,0.0,60.82,0.52,0.38,0.58,0.7,0.52,0.37,0.42,0.0,0.0,Heavyweight,Male,Hybrid
Erick 'No Nickname' Silva,Erick Silva,No Nickname,6.0,170.0,Orthodox,19,9,0,False,1.87,0.2,17.67,0.4,0.67,82.0,0.5,0.4,0.56,0.47,0.42,0.54,0.46,0.67,0.07,Welterweight,Male,Wrestler
Leandro 'Buscape' Silva,Leandro Silva,Buscape,5.9,155.0,Orthodox,20,6,1,False,2.62,0.0,30.5,1.5,0.38,157.62,0.5,0.4,0.65,0.67,0.47,0.65,0.15,0.38,0.0,Lightweight,Male,Striker
Claudio 'Hannibal' Silva,Claudio Silva,Hannibal,5.11,170.0,Southpaw,14,4,0,False,2.5,0.0,29.38,2.25,0.88,157.5,0.53,0.47,0.82,0.72,0.45,0.68,0.4,0.5,0.5,Welterweight,Male,Wrestler
Wagner 'Wagnao' Silva,Wagner Silva,Wagnao,6.0,170.0,Orthodox,6,3,0,False,2.5,0.0,16.5,0.0,0.0,250.5,0.34,0.22,0.57,0.95,0.31,0.31,0.36,0.5,0.0,Welterweight,Male,Hybrid
Joaquim 'Netto BJJ' Silva,Joaquim Silva,Netto BJJ,5.8,155.0,Southpaw,14,6,0,False,2.5,0.33,37.42,0.25,0.58,139.67,0.49,0.43,0.63,0.66,0.41,0.54,0.48,0.0,0.0,Lightweight,Male,Striker
Felipe 'No Nickname' Silva,Felipe Silva,No Nickname,6.0,155.0,Orthodox,8,2,0,False,1.67,0.67,27.0,0.33,0.0,57.33,0.41,0.24,0.4,0.61,0.36,0.56,0.24,0.0,0.0,Lightweight,Male,Hybrid
Bruno 'Bulldog' Silva,Bruno Silva,Bulldog,5.4,125.0,Orthodox,14,7,2,False,2.25,0.4,36.45,0.8,0.05,128.45,0.5,0.39,0.73,0.65,0.47,0.65,0.28,0.2,0.1,Flyweight,Male,Striker
Bruno 'Blindado' Silva,Bruno Silva,Blindado,6.0,185.0,Orthodox,23,13,0,False,2.25,0.4,36.45,0.8,0.05,128.45,0.5,0.39,0.73,0.65,0.47,0.65,0.28,0.2,0.1,Flyweight,Male,Striker
Gabriel 'No Nickname' Silva,Gabriel Silva,No Nickname,5.6,135.0,Orthodox,8,2,0,False,3.0,0.0,19.5,1.5,0.5,309.0,0.51,0.48,0.34,1.0,0.48,0.62,0.34,0.5,0.5,Bantamweight,Male,Striker
Natalia 'No Nickname' Silva,Natalia Silva,No Nickname,5.4,125.0,Southpaw,19,5,1,False,2.71,0.29,64.43,0.29,0.0,128.29,0.39,0.31,0.61,0.74,0.39,0.45,0.11,0.0,0.14,Women's Flyweight,Female,Hybrid
Karine 'Killer' Silva,Karine Silva,Killer,5.5,125.0,Orthodox,19,5,0,False,2.0,0.17,26.83,1.67,1.0,109.67,0.4,0.28,0.56,0.69,0.35,0.58,0.68,1.0,0.17,Women's Flyweight,Female,Wrestler
Erik 'The King' Silva,Erik Silva,The King,5.9,145.0,Orthodox,9,3,0,False,2.0,0.0,10.5,1.5,0.0,83.0,0.61,0.56,0.43,0.5,0.57,0.5,0.25,0.0,0.5,Featherweight,Male,Striker
Jean 'Lord' Silva,Jean Silva,Lord,5.7,145.0,Orthodox,16,3,0,False,1.83,0.83,33.33,0.17,0.5,37.17,0.48,0.34,0.58,0.82,0.46,0.46,0.25,0.0,0.17,Featherweight,Male,Striker
Danny 'El Puma' Silva,Danny Silva,El Puma,5.11,145.0,Switch,10,2,0,False,3.0,0.0,65.33,2.0,0.33,42.0,0.47,0.38,0.74,0.92,0.47,0.36,0.17,0.0,0.0,Featherweight,Male,Striker
Douglas 'D Silva' Silva de Andrade,Douglas Silva de Andrade,D Silva,5.7,135.0,Orthodox,29,6,0,False,2.62,0.46,44.31,0.46,0.15,54.77,0.45,0.36,0.66,0.84,0.43,0.54,0.37,0.23,0.08,Catch Weight,Male,Striker
Marcus 'Conan' Silveira,Marcus Silveira,Conan,6.3,242.0,Orthodox,6,4,0,False,1.0,0.0,2.5,1.0,1.0,179.65,0.45,0.45,0.0,0.0,0.0,0.72,0.0,1.0,0.0,Heavyweight,Male,No Clear Style
Elias 'Xuxu' Silverio,Elias Silverio,Xuxu,5.11,155.0,Orthodox,13,3,0,False,3.0,0.2,54.6,1.6,0.2,176.0,0.44,0.35,0.63,0.78,0.39,0.78,0.69,0.2,0.0,Lightweight,Male,Striker
Jamey 'The Afro Samurai' Simmons,Jamey Simmons,The Afro Samurai,5.6,135.0,Orthodox,7,4,0,False,1.5,0.0,4.5,0.0,0.0,22.0,0.34,0.32,0.16,0.34,0.26,0.5,0.0,0.0,0.0,Bantamweight,Male,Hybrid
Ricky 'No Nickname' Simon,Ricky Simon,No Nickname,5.6,135.0,Orthodox,22,6,0,False,2.67,0.33,36.0,3.53,0.27,192.47,0.43,0.33,0.78,0.78,0.39,0.51,0.48,0.2,0.0,Bantamweight,Male,Striker
Aaron 'A-Train' Simpson,Aaron Simpson,A-Train,6.0,170.0,Orthodox,12,5,0,False,2.55,0.55,41.27,2.91,0.36,190.09,0.54,0.45,0.8,0.85,0.42,0.77,0.57,0.09,0.09,Welterweight,Male,Striker
Wes 'The Project' Sims,Wes Sims,The Project,6.1,260.0,Orthodox,24,14,1,False,1.33,0.0,6.33,0.0,1.0,21.0,0.57,0.37,0.33,0.0,0.07,0.33,0.67,1.0,0.0,Heavyweight,Male,Wrestler
Tony 'No Nickname' Sims,Tony Sims,No Nickname,5.11,155.0,Southpaw,12,4,0,False,1.67,0.33,12.67,0.33,0.33,22.33,0.51,0.49,0.33,0.33,0.38,0.08,0.32,0.33,0.0,Welterweight,Male,Hybrid
Lodune 'No Nickname' Sincaid,Lodune Sincaid,No Nickname,5.9,185.0,Orthodox,15,9,0,False,1.0,0.0,10.0,0.0,0.0,0.0,0.29,0.12,0.0,0.88,0.29,0.0,0.0,0.0,0.0,Middleweight,Male,No Clear Style
Rory 'Outburst' Singer,Rory Singer,Outburst,6.2,185.0,Orthodox,11,9,0,False,2.25,0.0,24.25,0.25,0.5,38.75,0.47,0.34,1.0,0.72,0.26,0.53,0.12,0.5,0.0,Middleweight,Male,Hybrid
Elvis 'The King of Rock n' Rumble' Sinosic,Elvis Sinosic,The King of Rock n' Rumble,6.3,205.0,Orthodox,7,11,2,False,1.71,0.14,7.86,0.0,0.57,10.71,0.39,0.2,0.71,0.72,0.35,0.52,0.12,0.57,0.0,Middleweight,Male,Hybrid
Dennis 'No Nickname' Siver,Dennis Siver,No Nickname,5.6,145.0,Orthodox,23,11,0,False,2.38,0.33,41.38,0.62,0.24,136.57,0.34,0.24,0.53,0.59,0.34,0.27,0.4,0.24,0.24,Featherweight,Male,Hybrid
Chas 'The Scrapper' Skelly,Chas Skelly,The Scrapper,5.11,145.0,Orthodox,19,3,0,False,2.25,0.17,18.83,1.08,1.42,169.25,0.47,0.38,0.61,0.4,0.41,0.54,0.57,0.92,0.67,Featherweight,Male,Wrestler
Joe 'No Nickname' Slick,Joe Slick,No Nickname,6.0,199.0,Orthodox,16,5,3,False,2.0,0.0,5.0,0.5,2.0,84.5,0.75,0.72,1.0,0.0,0.12,0.5,0.84,2.0,0.5,Middleweight,Male,Wrestler
Maurice 'No Nickname' Smith,Maurice Smith,No Nickname,6.2,221.0,Orthodox,12,14,0,False,2.29,0.0,19.57,0.0,0.43,120.0,0.72,0.56,0.64,0.93,0.71,0.47,0.54,0.43,0.14,Heavyweight,Male,Striker
Patrick 'No Nickname' Smith,Patrick Smith,No Nickname,6.2,225.0,Orthodox,20,17,0,False,1.0,0.2,5.2,0.4,0.6,38.084,0.68,0.3,0.9,0.07,0.26,1.0,0.25,0.6,0.0,Open Weight,Male,Wrestler
Scott 'Hands of Steel' Smith,Scott Smith,Hands of Steel,6.0,185.0,Orthodox,18,11,0,False,2.0,0.5,16.5,0.0,0.5,69.5,0.41,0.37,0.35,0.36,0.32,0.22,0.33,0.5,0.0,Middleweight,Male,Hybrid
Trevor 'Hot Sauce' Smith,Trevor Smith,Hot Sauce,6.3,185.0,Orthodox,15,10,0,False,2.67,0.17,43.17,1.33,0.5,214.0,0.49,0.37,0.73,0.79,0.4,0.68,0.39,0.42,0.0,Middleweight,Male,Striker
Anthony 'Lionheart' Smith,Anthony Smith,Lionheart,6.4,205.0,Orthodox,38,22,0,False,2.4,0.28,33.6,0.32,0.32,118.08,0.49,0.39,0.59,0.79,0.45,0.53,0.5,0.16,0.08,Light Heavyweight,Male,Striker
Colton 'No Nickname' Smith,Colton Smith,No Nickname,6.0,155.0,Orthodox,7,4,0,False,2.25,0.25,13.5,2.25,0.75,212.5,0.59,0.51,0.56,0.38,0.5,0.62,0.56,1.0,0.25,Welterweight,Male,Wrestler
Gilbert 'No Nickname' Smith,Gilbert Smith,No Nickname,5.9,185.0,Southpaw,12,6,0,False,3.0,0.0,14.0,3.0,1.0,229.0,0.41,0.25,0.75,1.0,0.41,0.4,0.0,1.0,1.0,Middleweight,Male,Wrestler
Leslie 'The Peacemaker' Smith,Leslie Smith,The Peacemaker,5.9,135.0,Orthodox,10,7,1,False,2.14,0.29,68.14,0.0,0.0,33.57,0.36,0.3,0.53,0.65,0.34,0.57,0.13,0.0,0.0,Women's Bantamweight,Female,Hybrid
Devonte 'King Kage' Smith,Devonte Smith,King Kage,5.9,155.0,Orthodox,11,4,0,False,1.67,0.33,27.17,0.17,0.17,106.83,0.53,0.43,0.66,0.89,0.49,0.35,0.55,0.17,0.0,Catch Weight,Male,Striker
