Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Round,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Rev.,Weight_Class,Gender,Fighting Style
Danny 'The Assassin' Abbadi,Danny Abbadi,The Assassin,5.11,155.0,Orthodox,4,6,0,False,2.0,0.0,29.5,0.0,0.0,55.0,0.36,0.3,0.89,0.0,0.27,0.55,0.38,0.0,0.0,Lightweight,Male,Hybrid
David 'Tank' Abbott,David Abbott,Tank,6.0,265.0,Switch,10,15,0,False,1.11,0.22,8.67,0.56,0.22,41.0,0.5,0.45,0.28,0.0,0.32,0.35,0.38,0.22,0.06,Heavyweight,Male,Hybrid
Hamdy 'The Hammer' Abdelwahab,Hamdy Abdelwahab,The Hammer,6.2,264.0,Southpaw,6,1,0,False,3.0,0.33,52.33,1.33,0.0,151.0,0.5,0.41,0.78,0.8,0.46,0.22,0.49,0.0,0.0,Heavyweight,Male,Striker
Mansur 'No Nickname' Abdul-Malik,Mansur Abdul-Malik,No Nickname,6.2,185.0,Orthodox,8,0,1,False,2.0,0.33,27.67,0.33,0.0,43.0,0.48,0.46,0.74,0.33,0.34,0.54,0.62,0.0,0.0,Middleweight,Male,Hybrid
Shamil 'Abrek' Abdurakhimov,Shamil Abdurakhimov,Abrek,6.3,235.0,Orthodox,20,8,0,False,2.18,0.18,22.82,0.64,0.09,99.36,0.43,0.37,0.42,0.68,0.3,0.38,0.38,0.09,0.0,Heavyweight,Male,Hybrid
Daichi 'No Nickname' Abe,Daichi Abe,No Nickname,5.11,170.0,Orthodox,6,2,0,False,3.0,0.33,57.0,0.33,0.0,7.33,0.33,0.25,0.41,0.81,0.31,0.39,0.56,0.0,0.0,Welterweight,Male,Hybrid
Papy 'Makambo' Abedi,Papy Abedi,Makambo,5.11,185.0,Southpaw,10,4,0,False,2.0,0.0,24.25,2.0,0.75,183.75,0.49,0.4,0.74,0.52,0.36,0.61,0.53,1.0,0.0,Welterweight,Male,Wrestler
Ricardo 'Demente' Abreu,Ricardo Abreu,Demente,5.11,185.0,Orthodox,5,1,0,False,2.5,1.0,40.0,1.5,0.5,44.0,0.32,0.26,0.64,0.81,0.28,0.5,0.38,0.5,0.0,Middleweight,Male,Hybrid
Klidson 'White Bear' Abreu,Klidson Abreu,White Bear,6.0,205.0,Orthodox,15,4,0,False,2.5,0.0,24.0,0.5,0.0,71.5,0.46,0.18,0.6,0.92,0.42,0.94,0.19,0.0,0.25,Light Heavyweight,Male,Hybrid
Scott 'No Nickname' Adams,Scott Adams,No Nickname,6.0,225.0,Southpaw,8,1,0,False,1.0,0.0,0.0,1.0,4.0,77.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Heavyweight,Male,No Clear Style
Juan 'The Kraken' Adams,Juan Adams,The Kraken,6.5,265.0,Orthodox,5,3,0,False,2.0,0.0,44.25,0.5,0.0,36.5,0.51,0.45,0.46,0.75,0.51,0.56,0.58,0.0,0.0,Heavyweight,Male,Striker
Zarrukh 'The Lion' Adashev,Zarrukh Adashev,The Lion,5.5,125.0,Southpaw,4,4,0,False,2.0,0.0,28.75,0.0,0.25,20.25,0.34,0.28,0.37,0.9,0.34,0.17,0.25,0.0,0.0,Flyweight,Male,Hybrid
Israel 'The Last Stylebender' Adesanya,Israel Adesanya,The Last Stylebender,6.4,185.0,Switch,24,5,0,False,3.67,0.72,70.61,0.06,0.17,38.44,0.45,0.33,0.59,0.83,0.43,0.49,0.34,0.0,0.22,Middleweight,Male,Striker
Sam 'The Experience' Adkins,Sam Adkins,The Experience,6.3,225.0,Orthodox,7,20,2,False,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Open Weight,Male,No Clear Style
Nick 'No Nickname' Agallar,Nick Agallar,No Nickname,5.8,155.0,Orthodox,24,6,0,False,2.0,0.0,5.0,0.0,0.0,67.0,0.11,0.06,0.0,0.6,0.1,1.0,0.0,0.0,0.0,Lightweight,Male,No Clear Style
Mariya 'Money Mashka' Agapova,Mariya Agapova,Money Mashka,5.6,125.0,Southpaw,10,5,0,False,1.83,0.33,33.67,0.33,0.5,89.33,0.44,0.34,0.65,0.55,0.36,0.6,0.13,0.33,0.33,Women's Flyweight,Female,Hybrid
Marcelo 'No Nickname' Aguiar,Marcelo Aguiar,No Nickname,5.1,170.0,Orthodox,2,3,1,False,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Welterweight,Male,Striker
Jessica 'Jag' Aguilar,Jessica Aguilar,Jag,5.3,115.0,Orthodox,20,8,0,False,2.6,0.0,62.8,0.8,0.2,74.0,0.51,0.27,0.8,0.77,0.29,0.77,0.33,0.2,0.0,Women's Strawweight,Female,Striker
Kevin 'Angel of Death' Aguilar,Kevin Aguilar,Angel of Death,5.7,155.0,Orthodox,17,5,0,False,2.67,0.17,53.33,0.17,0.0,66.0,0.47,0.4,0.72,0.64,0.44,0.56,0.39,0.0,0.17,Featherweight,Male,Striker
Jesus 'No Nickname' Aguilar,Jesus Aguilar,No Nickname,5.4,125.0,Orthodox,12,3,0,False,2.0,0.17,24.33,0.67,0.83,91.67,0.57,0.3,0.9,0.65,0.57,0.32,0.31,0.67,0.17,Flyweight,Male,Striker
Christian 'The Beast' Aguilera,Christian Aguilera,The Beast,5.9,170.0,Switch,14,8,0,False,1.33,0.0,9.0,0.0,0.0,17.33,0.38,0.18,0.33,0.96,0.38,0.0,0.0,0.33,0.0,Welterweight,Male,Hybrid
Nick 'Slick' Aguirre,Nick Aguirre,Slick,5.9,135.0,Southpaw,7,2,0,False,3.0,0.0,9.5,1.0,0.5,210.5,0.36,0.34,0.5,0.0,0.44,0.25,0.0,0.5,0.5,Bantamweight,Male,Hybrid
Omari 'Wolverine' Akhmedov,Omari Akhmedov,Wolverine,6.0,185.0,Orthodox,21,6,1,False,2.53,0.13,35.67,2.07,0.2,109.93,0.41,0.35,0.53,0.62,0.36,0.44,0.49,0.13,0.07,Middleweight,Male,Hybrid
Yoshihiro 'No Nickname' Akiyama,Yoshihiro Akiyama,No Nickname,5.1,170.0,Orthodox,14,6,0,False,2.71,0.0,43.0,1.71,0.14,205.57,0.36,0.3,0.61,0.61,0.35,0.36,0.46,0.14,0.0,Welterweight,Male,Hybrid
Rostem 'No Nickname' Akman,Rostem Akman,No Nickname,5.1,170.0,Switch,6,2,0,False,3.0,0.0,27.0,1.0,0.0,32.0,0.26,0.2,0.4,0.93,0.25,0.64,0.0,0.0,0.0,Welterweight,Male,Hybrid
Razak 'No Nickname' Al-Hassan,Razak Al-Hassan,No Nickname,6.2,205.0,Orthodox,13,5,0,False,2.0,0.0,22.0,0.5,0.0,123.0,0.31,0.18,0.6,0.77,0.32,0.33,0.0,0.0,0.5,Light Heavyweight,Male,Hybrid
Abdul-Kareem 'Pride of Palestine' Al-Selwady,Abdul-Kareem Al-Selwady,Pride of Palestine,5.8,155.0,Orthodox,15,4,0,False,3.0,0.0,38.0,3.0,0.0,87.0,0.43,0.46,0.4,0.0,0.29,1.0,0.76,0.0,0.0,Lightweight,Male,Striker
Mostapha 'No Nickname' Al-Turk,Mostapha Al-Turk,No Nickname,6.2,245.0,Orthodox,6,6,0,False,1.67,0.0,10.33,0.0,0.0,33.0,0.29,0.07,0.33,0.94,0.21,0.25,0.0,0.0,0.0,Heavyweight,Male,No Clear Style
Amir 'The Prince' Albazi,Amir Albazi,The Prince,5.5,125.0,Orthodox,17,2,0,False,3.0,0.33,39.17,1.33,0.5,136.17,0.38,0.31,0.79,0.71,0.33,0.19,0.46,0.17,0.17,Flyweight,Male,Striker
John 'Prince' Albert,John Albert,Prince,5.8,135.0,Orthodox,6,5,0,False,1.2,0.2,13.4,0.0,1.8,104.0,0.52,0.42,0.44,0.73,0.47,0.27,0.62,1.8,0.4,Bantamweight,Male,Wrestler
Junior 'Baby' Albini,Junior Albini,Baby,6.3,264.0,Orthodox,14,6,0,False,1.6,0.2,23.2,0.6,0.0,28.4,0.54,0.45,0.51,0.9,0.48,0.72,0.2,0.0,0.2,Heavyweight,Male,Striker
Wes 'No Nickname' Albritton,Wes Albritton,No Nickname,5.1,188.0,Orthodox,0,1,0,False,1.0,0.0,0.0,0.0,0.0,125.42293236127986,0.44435156249999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lightweight,Male,No Clear Style
Aleksandra 'Stitch' Albu,Aleksandra Albu,Stitch,5.2,115.0,Orthodox,3,2,0,False,2.25,0.0,47.75,1.5,0.25,175.25,0.56,0.39,0.65,0.84,0.44,0.6,0.29,0.25,0.25,Women's Strawweight,Female,Striker
Iuri 'Marajo' Alcantara,Iuri Alcantara,Marajo,5.9,135.0,Southpaw,35,10,0,False,2.22,0.22,26.22,0.94,0.56,144.06,0.47,0.38,0.67,0.45,0.36,0.52,0.54,0.44,0.11,Bantamweight,Male,Wrestler
Ildemar 'Marajo' Alcantara,Ildemar Alcantara,Marajo,6.2,185.0,Orthodox,21,11,0,False,2.86,0.0,26.86,1.86,0.86,176.71,0.38,0.32,0.65,0.62,0.33,0.84,0.42,0.14,0.43,Middleweight,Male,Wrestler
Alfonso 'No Nickname' Alcarez,Alfonso Alcarez,No Nickname,5.3,145.0,Orthodox,1,3,1,False,2.0,0.0,34.0,1.0,0.0,126.0,0.54,0.45,0.75,1.0,0.6,0.57,0.4,0.0,0.0,Lightweight,Male,Striker
Gilbert 'El Peligro' Aldana,Gilbert Aldana,El Peligro,6.1,250.0,Orthodox,6,2,0,False,1.5,0.0,17.0,1.0,0.0,141.5,0.63,0.57,1.0,0.34,0.22,0.26,0.75,0.0,0.0,Heavyweight,Male,Striker
Irene 'No Nickname' Aldana,Irene Aldana,No Nickname,5.9,135.0,Orthodox,15,8,0,False,3.0,0.21,76.07,0.14,0.21,38.29,0.41,0.35,0.66,0.74,0.39,0.72,0.2,0.21,0.07,Women's Bantamweight,Female,Striker
Hector 'No Nickname' Aldana,Hector Aldana,No Nickname,5.11,170.0,Orthodox,4,3,0,False,2.33,0.0,38.67,0.67,0.0,20.67,0.34,0.23,0.39,0.76,0.34,0.17,0.33,0.0,0.0,Welterweight,Male,Hybrid
Jose 'No Nickname' Aldo,Jose Aldo,No Nickname,5.7,135.0,Orthodox,32,10,0,False,3.43,0.3,58.87,0.57,0.17,152.61,0.48,0.41,0.66,0.84,0.44,0.63,0.38,0.13,0.0,Bantamweight,Male,Striker
JJ 'No Nickname' Aldrich,JJ Aldrich,No Nickname,5.5,125.0,Southpaw,14,7,0,False,2.81,0.0,54.5,0.69,0.0,60.75,0.4,0.34,0.7,0.71,0.38,0.65,0.29,0.06,0.06,Women's Flyweight,Female,Striker
Irina 'Russian Ronda' Alekseeva,Irina Alekseeva,Russian Ronda,5.8,135.0,Orthodox,5,3,0,False,2.33,0.33,43.0,0.33,0.33,210.0,0.49,0.39,0.51,0.6,0.49,0.61,0.42,0.0,0.0,Women's Bantamweight,Female,Striker
Talita 'Problem Child' Alencar,Talita Alencar,Problem Child,5.1,115.0,Orthodox,6,1,1,False,3.0,0.0,40.67,2.0,0.33,18.0,0.33,0.29,0.45,0.42,0.3,0.49,0.67,0.0,0.0,Women's Strawweight,Female,Hybrid
Jim 'The Beast' Alers,Jim Alers,The Beast,5.9,145.0,Orthodox,13,3,0,False,2.5,0.25,33.75,1.75,0.25,80.25,0.43,0.33,0.61,0.85,0.39,0.64,0.36,0.25,0.0,Featherweight,Male,Striker
John 'The Natural' Alessio,John Alessio,The Natural,5.1,155.0,Orthodox,35,17,0,False,2.8,0.0,19.8,0.4,0.6,148.6,0.35,0.23,0.4,0.8,0.22,0.68,0.4,0.6,0.0,Lightweight,Male,Wrestler
Houston 'The Assassin' Alexander,Houston Alexander,The Assassin,6.0,205.0,Orthodox,17,15,1,False,1.33,0.5,15.33,0.17,0.0,18.17,0.45,0.35,0.46,0.62,0.38,0.56,0.43,0.0,0.0,Light Heavyweight,Male,Hybrid
Lucas 'The Lion' Alexander,Lucas Alexander,The Lion,5.11,145.0,Orthodox,8,5,0,False,1.75,0.25,32.75,0.0,0.0,41.0,0.52,0.31,0.54,0.89,0.52,0.31,0.17,0.0,0.25,Featherweight,Male,Hybrid
Marcio 'Lyoto' Alexandre Junior,Marcio Alexandre Junior,Lyoto,6.0,185.0,Southpaw,17,4,0,False,3.0,0.0,22.33,0.33,0.33,200.33,0.53,0.44,0.71,0.92,0.52,0.33,0.47,0.67,0.0,Welterweight,Male,Striker
Bill 'Senor Perfecto' Algeo,Bill Algeo,Senor Perfecto,6.0,145.0,Switch,18,9,0,False,2.5,0.2,62.4,0.9,0.1,138.7,0.51,0.43,0.61,0.79,0.46,0.66,0.54,0.2,0.4,Featherweight,Male,Striker
Royce 'No Nickname' Alger,Royce Alger,No Nickname,5.1,199.0,Orthodox,3,2,0,False,1.5,0.0,7.0,1.0,0.0,153.0,0.46,0.46,0.0,0.0,0.0,0.38,0.52,0.0,0.0,Middleweight,Male,No Clear Style
Sultan 'No Nickname' Aliev,Sultan Aliev,No Nickname,5.11,170.0,Orthodox,15,3,0,False,2.25,0.0,15.0,1.25,0.0,129.75,0.45,0.33,0.63,0.32,0.4,0.7,0.5,0.25,0.0,Welterweight,Male,Hybrid
Nurullo 'Tajik Eagle' Aliev,Nurullo Aliev,Tajik Eagle,5.1,155.0,Orthodox,10,0,0,False,3.0,0.0,27.0,2.5,0.0,285.5,0.37,0.27,0.75,0.84,0.38,0.25,0.19,1.0,0.5,Lightweight,Male,Wrestler
Ikram 'No Nickname' Aliskerov,Ikram Aliskerov,No Nickname,6.0,185.0,Southpaw,16,2,0,False,1.0,0.75,23.75,0.0,0.0,8.0,0.57,0.46,0.73,0.72,0.56,0.25,0.2,0.0,0.0,Middleweight,Male,Striker
John 'No Nickname' Allan,John Allan,No Nickname,6.1,205.0,Orthodox,13,7,0,False,3.0,0.0,53.67,1.67,1.0,81.67,0.38,0.29,0.63,0.92,0.36,0.6,0.26,1.0,0.0,Light Heavyweight,Male,Wrestler
Arnold 'Almighty' Allen,Arnold Allen,Almighty,5.8,145.0,Southpaw,20,3,0,False,2.92,0.23,47.0,0.85,0.31,115.85,0.39,0.34,0.61,0.52,0.36,0.34,0.32,0.15,0.0,Featherweight,Male,Hybrid
Brendan 'All In' Allen,Brendan Allen,All In,6.2,185.0,Orthodox,25,7,0,False,2.41,0.18,42.53,1.18,0.82,194.0,0.54,0.51,0.67,0.78,0.49,0.48,0.48,0.41,0.65,Middleweight,Male,Wrestler
Ben 'Blanco' Alloway,Ben Alloway,Blanco,5.11,170.0,Orthodox,18,8,0,False,1.67,0.33,10.33,0.33,0.0,202.67,0.56,0.46,0.75,0.81,0.51,0.55,0.48,0.33,0.33,Welterweight,Male,Striker
Asu 'Zulfikar' Almabayev,Asu Almabayev,Zulfikar,5.4,125.0,Orthodox,22,3,0,False,2.83,0.17,29.0,4.17,1.33,214.17,0.47,0.4,0.6,0.61,0.42,0.53,0.66,1.17,0.17,Flyweight,Male,Wrestler
Bekzat 'The Turan Warrior' Almakhan,Bekzat Almakhan,The Turan Warrior,5.7,135.0,Orthodox,12,2,0,False,2.0,1.0,5.5,0.0,0.0,17.0,0.22,0.2,0.34,0.0,0.22,0.0,0.0,0.0,0.0,Bantamweight,Male,No Clear Style
Ricardo 'Big Dog' Almeida,Ricardo Almeida,Big Dog,6.0,170.0,Orthodox,13,5,0,False,2.27,0.0,23.18,2.91,1.0,205.0,0.53,0.34,0.79,0.6,0.48,0.58,0.55,1.09,0.09,Welterweight,Male,Wrestler
Thomas 'Thominhas' Almeida,Thomas Almeida,Thominhas,5.7,145.0,Southpaw,22,5,0,False,2.1,0.3,43.5,0.1,0.0,17.0,0.41,0.35,0.55,0.7,0.39,0.56,0.26,0.0,0.0,Bantamweight,Male,Hybrid
Ericka 'No Nickname' Almeida,Ericka Almeida,No Nickname,5.6,115.0,Orthodox,7,3,0,False,3.0,0.0,16.0,0.5,0.0,106.5,0.39,0.34,0.78,1.0,0.45,0.76,0.1,0.0,0.0,Women's Strawweight,Female,Striker
Jailton 'Malhadinho' Almeida,Jailton Almeida,Malhadinho,6.3,205.0,Orthodox,22,3,0,False,1.67,0.0,19.67,3.0,1.11,275.0,0.56,0.51,0.33,0.15,0.46,0.12,0.4,1.0,0.22,Heavyweight,Male,Wrestler
Lucas 'No Nickname' Almeida,Lucas Almeida,No Nickname,5.11,145.0,Orthodox,15,4,0,False,2.4,0.6,46.2,0.0,0.0,51.6,0.44,0.22,0.66,0.8,0.4,0.5,0.3,0.0,0.0,Featherweight,Male,Hybrid
Cesar 'Cesinha' Almeida,Cesar Almeida,Cesinha,6.1,185.0,Orthodox,7,1,0,False,2.25,0.25,41.0,0.0,0.25,252.5,0.49,0.33,0.79,0.64,0.46,0.5,0.4,0.25,0.25,Middleweight,Male,Striker
Sarah 'Too Sweet' Alpar,Sarah Alpar,Too Sweet,5.4,135.0,Southpaw,9,6,0,False,3.0,0.0,26.5,1.0,0.0,104.0,0.38,0.22,0.56,0.76,0.38,0.16,0.0,0.0,0.0,Women's Flyweight,Female,Hybrid
Ali 'The Royal Fighter' AlQaisi,Ali AlQaisi,The Royal Fighter,5.6,135.0,Orthodox,8,5,0,False,3.0,0.0,36.5,3.5,1.0,115.5,0.39,0.3,0.67,0.8,0.37,0.7,0.0,2.5,0.0,Bantamweight,Male,Wrestler
Victor 'El Magnifico' Altamirano,Victor Altamirano,El Magnifico,5.8,125.0,Switch,12,5,0,False,2.67,0.17,54.83,2.33,0.0,84.0,0.46,0.37,0.62,0.93,0.46,0.42,0.44,0.17,0.0,Flyweight,Male,Striker
Sean 'No Nickname' Alvarez,Sean Alvarez,No Nickname,6.0,235.0,Orthodox,4,3,0,False,2.0,0.0,6.0,0.0,0.0,197.0,0.37,0.12,0.0,0.71,0.5,0.17,0.0,0.0,0.0,Heavyweight,Male,Hybrid
Eddie 'No Nickname' Alvarez,Eddie Alvarez,No Nickname,5.9,155.0,Orthodox,29,6,0,False,2.38,0.12,50.0,1.5,0.12,26.88,0.38,0.34,0.67,0.62,0.36,0.6,0.3,0.25,0.0,Lightweight,Male,Striker
Joel 'El Fenomeno' Alvarez,Joel Alvarez,El Fenomeno,6.3,155.0,Orthodox,22,3,0,False,1.78,0.11,31.89,0.0,0.56,30.0,0.56,0.45,0.66,0.73,0.51,0.43,0.28,0.33,0.11,Lightweight,Male,Striker
Thiago 'Pitbull' Alves,Thiago Alves,Pitbull,5.9,170.0,Orthodox,23,15,0,False,2.41,0.48,40.96,0.52,0.22,85.0,0.45,0.32,0.72,0.71,0.42,0.57,0.44,0.3,0.11,Welterweight,Male,Striker
Amilcar 'No Nickname' Alves,Amilcar Alves,No Nickname,6.0,170.0,Southpaw,15,12,0,False,3.0,0.0,7.0,0.0,0.0,0.0,0.45,0.42,0.5,0.38,0.3,0.5,0.66,0.0,0.0,Welterweight,Male,Hybrid
Warlley 'No Nickname' Alves,Warlley Alves,No Nickname,5.11,185.0,Orthodox,15,8,0,False,2.31,0.19,30.31,0.81,0.56,123.38,0.5,0.37,0.77,0.73,0.45,0.58,0.3,0.31,0.06,Welterweight,Male,Striker
Rafael 'The Turn' Alves,Rafael Alves,The Turn,5.8,155.0,Orthodox,20,12,0,False,2.5,0.25,19.75,0.25,1.0,313.75,0.41,0.3,0.5,0.64,0.3,0.25,0.52,0.0,0.25,Lightweight,Male,Wrestler
Sam 'Smile'N' Alvey,Sam Alvey,Smile'N,6.2,185.0,Southpaw,33,18,1,False,2.17,0.29,31.58,0.04,0.04,51.12,0.47,0.36,0.68,0.68,0.44,0.55,0.2,0.08,0.0,Light Heavyweight,Male,Hybrid
Adlan 'Borz' Amagov,Adlan Amagov,Borz,6.2,170.0,Orthodox,14,2,1,False,2.0,0.5,26.5,3.0,0.0,19.0,0.24,0.01,0.62,0.46,0.2,0.62,0.0,0.0,0.0,Welterweight,Male,Hybrid
Alen 'No Nickname' Amedovski,Alen Amedovski,No Nickname,5.1,185.0,Orthodox,8,4,0,False,1.5,0.0,5.0,0.0,0.0,3.75,0.36,0.32,0.38,0.18,0.31,0.0,0.4,0.0,0.25,Middleweight,Male,Hybrid
Hyder 'The Hurricane' Amil,Hyder Amil,The Hurricane,5.9,145.0,Switch,11,1,0,False,1.75,0.25,59.75,0.5,0.5,56.25,0.52,0.46,0.97,0.48,0.52,0.6,0.5,0.0,0.25,Featherweight,Male,Striker
Makwan 'Mr. Finland' Amirkhani,Makwan Amirkhani,Mr. Finland,5.1,145.0,Southpaw,17,9,0,False,2.14,0.07,12.21,2.43,0.64,164.07,0.42,0.32,0.36,0.23,0.28,0.21,0.48,1.0,0.21,Featherweight,Male,Wrestler
Jaqueline 'No Nickname' Amorim,Jaqueline Amorim,No Nickname,5.3,115.0,Orthodox,10,1,0,False,2.0,0.0,21.8,1.2,2.6,297.2,0.62,0.68,0.49,0.2,0.41,0.17,0.85,2.0,0.6,Women's Strawweight,Female,Wrestler
Eryk 'Ya Boi' Anders,Eryk Anders,Ya Boi,6.1,185.0,Southpaw,17,9,0,False,2.47,0.37,41.26,1.37,0.05,162.47,0.5,0.41,0.74,0.68,0.45,0.62,0.37,0.11,0.11,Catch Weight,Male,Striker
Matt 'No Nickname' Andersen,Matt Andersen,No Nickname,6.2,230.0,Southpaw,14,8,1,False,1.0,0.0,0.0,0.0,0.0,125.42293236127986,0.44435156249999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Open Weight,Male,No Clear Style
Andy 'The Hammer' Anderson,Andy Anderson,The Hammer,5.6,240.0,Orthodox,0,1,0,False,1.0,0.0,2.0,0.0,0.0,34.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Open Weight,Male,Wrestler
Lowell 'No Nickname' Anderson,Lowell Anderson,No Nickname,5.6,160.0,Orthodox,0,1,0,False,3.0,0.0,9.0,0.0,0.0,3.0,0.27,0.21,0.75,0.0,0.31,0.0,0.0,0.0,0.0,Middleweight,Male,No Clear Style
Corey 'Overtime' Anderson,Corey Anderson,Overtime,6.3,205.0,Orthodox,14,5,0,False,2.4,0.07,48.07,3.53,0.0,166.67,0.47,0.43,0.67,0.71,0.4,0.64,0.63,0.13,0.0,Light Heavyweight,Male,Striker
Megan 'No Nickname' Anderson,Megan Anderson,No Nickname,6.0,145.0,Orthodox,11,5,0,False,1.33,0.17,8.5,0.17,0.17,63.83,0.52,0.37,0.36,0.43,0.32,0.43,0.27,0.33,0.33,Women's Featherweight,Female,Hybrid
Alex 'El Toro' Andrade,Alex Andrade,El Toro,5.11,200.0,Orthodox,10,5,0,False,2.0,1.0,12.0,0.0,0.0,93.0,0.44,0.35,1.0,1.0,0.33,0.67,0.0,0.0,0.0,Middleweight,Male,Striker
Jessica 'Bate Estaca' Andrade,Jessica Andrade,Bate Estaca,5.1,115.0,Orthodox,26,15,0,False,2.13,0.23,60.8,1.33,0.2,95.8,0.51,0.4,0.76,0.69,0.43,0.61,0.44,0.47,0.03,Women's Strawweight,Female,Striker
Viscardi 'No Nickname' Andrade,Viscardi Andrade,No Nickname,5.11,170.0,Orthodox,19,6,0,False,2.5,0.5,38.0,1.5,0.25,152.0,0.46,0.42,0.6,0.83,0.43,0.54,0.5,0.0,0.0,Welterweight,Male,Striker
Jermaine 'No Nickname' Andre,Jermaine Andre,No Nickname,5.7,200.0,Orthodox,14,4,0,False,3.0,1.0,27.0,0.0,0.0,16.0,0.57,0.45,1.0,0.69,0.5,0.68,0.43,0.0,0.0,Middleweight,Male,Striker
Dylan 'The Villain' Andrews,Dylan Andrews,The Villain,6.1,185.0,Switch,18,7,0,False,1.8,0.6,16.4,1.4,0.2,119.2,0.63,0.59,0.56,0.29,0.49,0.64,0.87,0.2,0.2,Middleweight,Male,Striker
Reese 'Riptide' Andy,Reese Andy,Riptide,6.0,205.0,Orthodox,7,3,0,False,2.5,0.0,32.0,0.5,0.0,110.0,0.51,0.34,0.5,0.83,0.48,0.62,0.5,0.0,0.0,Light Heavyweight,Male,Striker
Collin 'No Nickname' Anglin,Collin Anglin,No Nickname,5.9,145.0,Orthodox,8,3,0,False,1.5,0.0,16.5,0.5,0.0,42.0,0.39,0.34,0.5,0.5,0.36,0.5,0.34,0.0,0.0,Featherweight,Male,Hybrid
Chad 'The Monster' Anheliger,Chad Anheliger,The Monster,5.6,135.0,Orthodox,13,8,0,False,3.0,0.4,45.6,0.8,0.4,298.4,0.45,0.43,0.5,0.59,0.37,0.24,0.62,1.0,0.4,Bantamweight,Male,Wrestler
Yoji 'Mr. 200%' Anjo,Yoji Anjo,Mr. 200%,5.11,205.0,Orthodox,0,5,1,False,1.67,0.0,3.0,0.0,0.33,12.0,0.33,0.33,0.33,0.33,0.33,0.33,0.0,0.33,0.33,Middleweight,Male,No Clear Style
Magomed 'No Nickname' Ankalaev,Magomed Ankalaev,No Nickname,6.3,205.0,Orthodox,21,1,1,True,2.73,0.47,45.73,0.67,0.0,153.73,0.53,0.4,0.71,0.89,0.48,0.69,0.61,0.0,0.13,Light Heavyweight,Male,Striker
Gadzhimurad 'No Nickname' Antigulov,Gadzhimurad Antigulov,No Nickname,5.11,205.0,Orthodox,20,8,0,False,1.17,0.0,7.17,1.17,0.33,49.83,0.57,0.55,0.46,0.17,0.4,0.57,0.34,0.0,0.17,Light Heavyweight,Male,Hybrid
Azunna 'Zulu' Anyanwu,Azunna Anyanwu,Zulu,6.1,251.0,Orthodox,14,5,0,False,3.0,0.0,37.0,0.0,0.0,0.0,0.44,0.47,0.38,0.0,0.44,0.5,0.0,0.0,0.0,Heavyweight,Male,Hybrid
Shinsho 'Animal' Anzai,Shinsho Anzai,Animal,5.7,170.0,Orthodox,10,3,0,False,2.0,0.0,26.5,1.0,0.0,185.25,0.62,0.55,0.91,0.27,0.55,0.76,0.48,0.25,0.0,Welterweight,Male,Striker
Romie 'No Nickname' Aram,Romie Aram,No Nickname,5.1,170.0,Orthodox,7,1,0,False,3.0,1.0,24.0,2.0,0.0,294.0,0.34,0.31,1.0,1.0,0.26,0.42,0.5,0.0,0.0,Welterweight,Male,Striker
Felipe 'Sertanejo' Arantes,Felipe Arantes,Sertanejo,5.8,135.0,Orthodox,18,10,1,False,2.5,0.08,28.5,0.75,0.58,162.83,0.43,0.36,0.49,0.63,0.38,0.36,0.57,0.5,0.42,Bantamweight,Male,Wrestler
Igor 'No Nickname' Araujo,Igor Araujo,No Nickname,6.1,170.0,Orthodox,25,9,0,False,2.75,0.0,20.0,0.75,0.5,363.5,0.49,0.43,0.82,0.57,0.24,0.84,0.67,1.5,0.25,Welterweight,Male,Wrestler
Viviane 'Vivi' Araujo,Viviane Araujo,Vivi,5.4,125.0,Orthodox,13,7,0,False,3.15,0.08,59.38,1.77,0.62,204.08,0.46,0.39,0.72,0.89,0.44,0.43,0.41,0.38,0.15,Women's Flyweight,Female,Striker
Julio 'No Nickname' Arce,Julio Arce,No Nickname,5.7,145.0,Southpaw,19,6,0,False,2.7,0.3,50.3,0.4,0.3,88.9,0.36,0.29,0.6,0.88,0.34,0.52,0.34,0.1,0.1,Featherweight,Male,Hybrid
Alice 'No Nickname' Ardelean,Alice Ardelean,No Nickname,5.3,115.0,Orthodox,10,7,0,False,3.0,0.0,101.0,1.0,0.0,141.67,0.43,0.38,0.66,0.86,0.43,0.63,0.27,0.0,0.0,Women's Strawweight,Female,Striker
Dan 'The Determined' Argueta,Dan Argueta,The Determined,5.7,135.0,Southpaw,9,3,0,False,2.5,0.0,29.83,3.5,1.17,221.0,0.57,0.5,0.79,0.62,0.53,0.58,0.67,1.17,0.5,Bantamweight,Male,Wrestler
